ad_id,ad_date,day_of_the_week,hour_of_day,agency,ad_size,platform,device_type,format,impressions,clicks,spend
ads29166,2017-09-03,Sunday,16:00,Paul and Clark,300x250,Web,Desktop,Video,36,3,0
ads29167,2017-09-04,Monday,16:00,Zion,728x162,Web,Desktop,Display,9,2,0
ads29168,2017-09-05,Tuesday,16:00,Zion,700x450,Web,Mobile,Video,6,1,0
ads29169,2017-09-06,Wednesday,16:00,Paul and Clark,336x250,App,Mobile,Display,23,4,1
ads29170,2017-09-07,Thursday,16:00,Ogly,720x300,Web,Desktop,Display,11,2,0
ads29171,2017-09-08,Friday,16:00,MediaCom,480x70,App,Mobile,Display,36,7,1
ads29172,2017-09-09,Saturday,16:00,Dentsu,300x250,Web,Desktop,Display,20,3,0
ads29173,2017-09-10,Sunday,16:00,Mugen,300x250,App,Mobile,Video,29,7,1
ads29174,2017-09-11,Monday,16:00,Ogly,480x70,App,Mobile,Display,26,3,0
ads29175,2017-09-12,Tuesday,16:00,Dentsu,300x250,Web,Desktop,Display,12,2,0
ads29176,2017-09-13,Wednesday,16:00,Zion,336x250,Web,Mobile,Video,35,5,1
ads29177,2017-09-14,Thursday,16:00,MediaCom,700x450,Web,Desktop,Video,8,1,0
ads29178,2017-09-15,Friday,16:00,Paul and Clark,336x250,Web,Mobile,Display,5,1,0
ads29179,2017-09-16,Saturday,16:00,Mugen,300x250,App,Mobile,Display,5,1,0
ads29180,2017-09-17,Sunday,16:00,Ogly,480x70,Web,Mobile,Display,7,1,0
ads29181,2017-09-18,Monday,16:00,Mugen,336x250,Web,Mobile,Display,2,0,0
ads29182,2017-09-19,Tuesday,16:00,Paul and Clark,300x250,App,Mobile,Display,8,1,0
ads29183,2017-09-20,Wednesday,16:00,Zion,720x300,Web,Desktop,Display,25,3,0
ads29184,2017-09-21,Thursday,16:00,MediaCom,300x600,Web,Desktop,Display,2,0,0
ads29185,2017-09-22,Friday,16:00,Dentsu,336x250,Web,Desktop,Video,5,1,0
ads29186,2017-09-23,Saturday,16:00,Mugen,300x250,Web,Mobile,Video,25,4,1
ads29187,2017-09-24,Sunday,16:00,Dentsu,336x250,Web,Desktop,Display,7,1,0
ads29188,2017-09-25,Monday,16:00,MediaCom,300x250,Web,Mobile,Display,30,7,1
ads29189,2017-09-26,Tuesday,16:00,Ogly,300x250,Web,Mobile,Video,27,2,1
ads29190,2017-09-27,Wednesday,16:00,Paul and Clark,700x450,App,Mobile,Video,11,1,0
ads29191,2017-09-28,Thursday,16:00,Zion,300x250,Web,Mobile,Display,3,0,0
ads29192,2017-09-29,Friday,16:00,Zion,336x250,App,Mobile,Video,20,3,1
ads29193,2017-09-30,Saturday,16:00,Paul and Clark,728x170,Web,Desktop,Display,3,0,0
ads29194,2017-10-01,Sunday,16:00,Ogly,336x250,App,Mobile,Display,1,0,0
ads29195,2017-10-02,Monday,16:00,MediaCom,300x250,Web,Desktop,Video,2,0,0
ads29196,2017-10-03,Tuesday,16:00,Dentsu,728x171,Web,Desktop,Display,2,0,0
ads29197,2017-10-04,Wednesday,16:00,Mugen,300x250,Web,Desktop,Display,12,4,0
ads29198,2017-10-05,Thursday,16:00,Ogly,300x250,Web,Desktop,Video,6,1,0
ads29199,2017-10-06,Friday,16:00,Dentsu,720x300,Web,Desktop,Display,3,0,0
ads29200,2017-10-07,Saturday,16:00,Zion,480x70,App,Mobile,Display,7,1,0
ads29201,2017-10-08,Sunday,16:00,MediaCom,336x250,Web,Mobile,Video,7,1,0
ads29202,2017-10-09,Monday,16:00,Paul and Clark,300x250,App,Mobile,Video,23680,61,22
ads29203,2017-10-10,Tuesday,16:00,Mugen,480x70,App,Mobile,Display,12,2,0
ads29204,2017-10-11,Wednesday,16:00,Ogly,300x250,App,Mobile,Display,5,1,0
ads29205,2017-10-12,Thursday,16:00,Mugen,300x250,App,Mobile,Video,3,0,0
ads29206,2017-10-13,Friday,16:00,Paul and Clark,700x450,Web,Desktop,Video,13,2,0
ads29207,2017-10-14,Saturday,16:00,Zion,336x250,Web,Mobile,Display,4,1,0
ads29208,2017-10-15,Sunday,16:00,MediaCom,720x300,Web,Desktop,Display,6,1,0
ads29209,2017-10-17,Tuesday,16:00,Mugen,336x250,Web,Mobile,Display,3,0,0
ads29210,2017-10-18,Wednesday,16:00,Dentsu,300x250,Web,Mobile,Video,6,1,0
ads29211,2017-10-19,Thursday,16:00,MediaCom,480x70,Web,Mobile,Display,2656,419,15
ads29212,2017-10-20,Friday,16:00,Ogly,300x600,Web,Desktop,Display,2,0,0
ads29213,2017-10-22,Sunday,16:00,Zion,700x450,App,Mobile,Video,3,0,0
ads29214,2017-10-23,Monday,16:00,Zion,336x250,Web,Desktop,Display,12,3,0
ads29215,2017-10-24,Tuesday,16:00,Paul and Clark,300x250,Web,Mobile,Display,7066,964,50
ads29216,2017-10-26,Thursday,16:00,MediaCom,336x250,Web,Desktop,Display,4,0,0
ads29217,2017-10-27,Friday,16:00,Dentsu,300x250,Web,Mobile,Display,2,0,0
ads29218,2017-10-31,Tuesday,16:00,Zion,300x250,Web,Desktop,Video,27,6,0
ads29219,2017-11-01,Wednesday,16:00,MediaCom,480x70,App,Mobile,Display,107628,200,83
ads29220,2017-11-02,Thursday,16:00,Paul and Clark,300x250,Web,Desktop,Display,0,0,0
ads29221,2017-11-05,Sunday,16:00,Mugen,300x250,Web,Desktop,Display,1,0,0
ads29222,2017-11-06,Monday,16:00,Paul and Clark,336x250,Web,Mobile,Video,3,0,0
ads29223,2017-11-07,Tuesday,16:00,Zion,300x250,App,Mobile,Video,8,1,0
ads29224,2017-11-08,Wednesday,16:00,MediaCom,336x250,Web,Mobile,Display,4,1,0
ads29225,2017-11-09,Thursday,16:00,Dentsu,300x250,App,Mobile,Display,3,1,0
ads29226,2017-11-10,Friday,16:00,Mugen,300x250,App,Mobile,Video,0,0,0
ads29227,2017-11-11,Saturday,16:00,Dentsu,700x450,Web,Desktop,Video,3,0,0
ads29228,2017-11-12,Sunday,16:00,MediaCom,300x250,App,Mobile,Display,5,1,0
ads29229,2017-11-13,Monday,16:00,Ogly,720x300,Web,Desktop,Display,8564,34,8
ads29230,2017-11-14,Tuesday,16:00,Paul and Clark,480x70,Web,Mobile,Display,12491,62,13
ads29231,2017-11-15,Wednesday,16:00,Zion,336x250,Web,Desktop,Video,24583,69,23
ads29232,2017-11-16,Thursday,16:00,Zion,300x250,Web,Mobile,Video,86376,197,83
ads29233,2017-11-17,Friday,16:00,Paul and Clark,480x70,Web,Mobile,Display,23305,65,22
ads29234,2017-11-18,Saturday,16:00,Ogly,300x250,Web,Mobile,Display,82059,187,85
ads29235,2017-11-19,Sunday,16:00,MediaCom,300x250,Web,Mobile,Video,20577,56,21
ads29236,2017-11-20,Monday,16:00,Dentsu,700x450,App,Mobile,Video,100328,226,87
ads29237,2017-11-21,Tuesday,16:00,Mugen,336x250,Web,Desktop,Display,85943,164,66
ads29238,2017-11-22,Wednesday,16:00,Ogly,336x250,App,Mobile,Video,97473,226,86
ads29239,2017-11-23,Thursday,16:00,Dentsu,728x185,Web,Desktop,Display,83179,166,71
ads29240,2017-11-24,Friday,16:00,Zion,336x250,Web,Desktop,Display,7929,39,9
ads29241,2017-11-25,Saturday,16:00,MediaCom,300x250,Web,Desktop,Video,41646,111,36
ads29242,2017-11-26,Sunday,16:00,Paul and Clark,728x186,Web,Desktop,Display,10986,54,8
ads29243,2017-11-27,Monday,16:00,Mugen,700x450,Web,Mobile,Video,12447,59,14
ads29244,2017-11-28,Tuesday,16:00,Ogly,336x250,App,Mobile,Display,3,0,0
ads29245,2017-11-29,Wednesday,16:00,Mugen,720x300,Web,Desktop,Display,88001,172,72
ads29246,2017-11-30,Thursday,16:00,Paul and Clark,480x70,App,Mobile,Display,38079,94,28
ads29247,2017-12-01,Friday,16:00,Zion,300x250,Web,Desktop,Display,25530,70,23
ads29248,2017-12-02,Saturday,16:00,MediaCom,300x250,App,Mobile,Video,39219,93,22
ads29249,2017-12-03,Sunday,16:00,Dentsu,480x70,App,Mobile,Display,24298,32,23
ads29250,2017-12-04,Monday,16:00,Mugen,300x250,Web,Desktop,Display,12386,16,11
ads29251,2017-12-05,Tuesday,16:00,Dentsu,336x250,Web,Mobile,Video,95867,208,80
ads29252,2017-12-06,Wednesday,16:00,MediaCom,700x450,Web,Desktop,Video,518,66,2
ads29253,2017-12-07,Thursday,16:00,Ogly,336x250,Web,Mobile,Display,5884,771,38
ads29254,2017-12-08,Friday,16:00,Paul and Clark,300x250,App,Mobile,Display,1962,275,10
ads29255,2017-12-09,Saturday,16:00,Zion,480x70,Web,Mobile,Display,2252,375,17
ads29256,2017-12-10,Sunday,16:00,Zion,336x250,Web,Mobile,Display,1868,309,8
ads29257,2017-12-11,Monday,16:00,Paul and Clark,300x250,App,Mobile,Display,2129,275,13
ads29258,2017-12-12,Tuesday,16:00,Ogly,720x300,Web,Desktop,Display,9707,44,7
ads29259,2017-12-13,Wednesday,16:00,MediaCom,300x600,Web,Desktop,Display,11663,57,11
ads29260,2017-12-14,Thursday,16:00,Dentsu,336x250,Web,Desktop,Video,1329,3,1
ads29261,2017-12-15,Friday,16:00,Mugen,300x250,Web,Mobile,Video,15374,40,19
ads29262,2017-12-16,Saturday,16:00,Ogly,336x250,Web,Desktop,Display,90539,173,73
ads29263,2017-12-17,Sunday,16:00,Dentsu,300x250,Web,Mobile,Display,89698,213,87
ads29264,2017-12-18,Monday,16:00,Zion,300x250,Web,Mobile,Video,72783,125,53
ads29265,2017-12-19,Tuesday,16:00,MediaCom,700x450,App,Mobile,Video,34920,88,21
ads29266,2017-12-20,Wednesday,16:00,Paul and Clark,300x250,Web,Mobile,Display,37385,97,35
ads29267,2017-12-21,Thursday,16:00,Mugen,336x250,App,Mobile,Video,22741,55,16
ads29268,2017-12-22,Friday,16:00,Ogly,728x194,Web,Desktop,Display,9635,46,9
ads29269,2017-12-23,Saturday,16:00,Mugen,336x250,App,Mobile,Display,34781,83,22
ads29270,2017-12-24,Sunday,16:00,Paul and Clark,300x250,Web,Desktop,Video,10441,52,9
ads29271,2017-12-25,Monday,16:00,Zion,728x195,Web,Desktop,Display,35168,72,43
ads29272,2017-12-26,Tuesday,16:00,MediaCom,300x250,Web,Desktop,Display,8857,44,9
ads29273,2017-12-27,Wednesday,16:00,Dentsu,300x250,Web,Desktop,Video,6064,844,38
ads29274,2017-12-28,Thursday,16:00,Mugen,720x300,Web,Desktop,Display,1711,243,9
ads29275,2017-12-29,Friday,16:00,Dentsu,480x70,App,Mobile,Display,1707,227,8
ads29276,2017-12-30,Saturday,16:00,MediaCom,336x250,Web,Mobile,Video,1946,303,9
ads29277,2017-12-31,Sunday,16:00,Ogly,300x250,App,Mobile,Video,881,94,5
ads29278,2017-01-01,Sunday,15:00,Paul and Clark,720x300,Web,Desktop,Display,5168,689,39
ads29279,2017-01-02,Monday,15:00,Zion,480x70,Web,Mobile,Display,4878,655,39
ads29280,2017-01-03,Tuesday,15:00,Zion,336x250,Web,Mobile,Display,26054,67,28
ads29281,2017-01-04,Wednesday,15:00,Paul and Clark,300x250,Web,Mobile,Video,3123,9,3
ads29282,2017-01-05,Thursday,15:00,Ogly,480x70,Web,Mobile,Display,22694,60,24
ads29283,2017-01-06,Friday,15:00,MediaCom,300x600,Web,Desktop,Display,39476,101,31
ads29284,2017-01-07,Saturday,15:00,Dentsu,336x250,Web,Desktop,Video,37940,93,27
ads29285,2017-01-08,Sunday,15:00,Mugen,700x450,App,Mobile,Video,11290,59,9
ads29286,2017-01-09,Monday,15:00,Ogly,336x250,Web,Desktop,Display,38408,89,22
ads29287,2017-01-10,Tuesday,15:00,Dentsu,300x250,Web,Mobile,Display,38623,95,27
ads29288,2017-01-11,Wednesday,15:00,Zion,728x93,Web,Desktop,Display,65038,140,71
ads29289,2017-01-12,Thursday,15:00,MediaCom,336x250,Web,Desktop,Display,94564,223,87
ads29290,2017-01-13,Friday,15:00,Paul and Clark,300x250,Web,Mobile,Display,85129,191,87
ads29291,2017-01-14,Saturday,15:00,Mugen,336x250,App,Mobile,Video,5839,803,35
ads29292,2017-01-15,Sunday,15:00,Ogly,700x450,Web,Mobile,Video,1709,235,8
ads29293,2017-01-16,Monday,15:00,Mugen,336x250,App,Mobile,Display,11134,51,13
ads29294,2017-01-17,Tuesday,15:00,Paul and Clark,300x250,Web,Desktop,Video,36716,54,35
ads29295,2017-01-18,Wednesday,15:00,Zion,480x70,App,Mobile,Display,22163,59,23
ads29296,2017-01-19,Thursday,15:00,MediaCom,300x250,Web,Desktop,Display,8278,44,10
ads29297,2017-01-20,Friday,15:00,Dentsu,300x250,Web,Desktop,Video,11853,60,12
ads29298,2017-01-21,Saturday,15:00,Mugen,720x300,Web,Desktop,Display,37742,91,27
ads29299,2017-01-22,Sunday,15:00,Dentsu,300x250,Web,Desktop,Display,21775,57,18
ads29300,2017-01-23,Monday,15:00,MediaCom,336x250,Web,Mobile,Video,74563,165,79
ads29301,2017-01-24,Tuesday,15:00,Ogly,300x250,App,Mobile,Video,2046,345,11
ads29302,2017-01-25,Wednesday,15:00,Paul and Clark,336x250,Web,Mobile,Display,329,45,2
ads29303,2017-01-26,Thursday,15:00,Zion,300x250,App,Mobile,Display,12356,18,13
ads29304,2017-01-27,Friday,15:00,Zion,300x250,App,Mobile,Video,10114,51,10
ads29305,2017-01-28,Saturday,15:00,Paul and Clark,700x450,Web,Desktop,Video,9413,47,10
ads29306,2017-01-29,Sunday,15:00,Ogly,300x250,App,Mobile,Display,26766,65,22
ads29307,2017-01-30,Monday,15:00,MediaCom,720x300,Web,Desktop,Display,12420,56,10
ads29308,2017-01-31,Tuesday,15:00,Dentsu,480x70,Web,Mobile,Display,11660,57,10
ads29309,2017-02-01,Wednesday,15:00,Mugen,336x250,Web,Desktop,Video,13792,38,15
ads29310,2017-02-02,Thursday,15:00,Ogly,300x250,Web,Mobile,Video,28544,76,24
ads29311,2017-02-03,Friday,15:00,Dentsu,480x70,Web,Mobile,Display,51505,106,59
ads29312,2017-02-04,Saturday,15:00,Zion,300x250,Web,Mobile,Display,10404,53,9
ads29313,2017-02-05,Sunday,15:00,MediaCom,300x250,Web,Mobile,Video,2673,350,24
ads29314,2017-02-06,Monday,15:00,Paul and Clark,700x450,App,Mobile,Video,6031,776,36
ads29315,2017-02-07,Tuesday,15:00,Mugen,336x250,Web,Desktop,Display,1594,225,7
ads29316,2017-02-08,Wednesday,15:00,Ogly,336x250,App,Mobile,Video,1377,167,13
ads29317,2017-02-09,Thursday,15:00,Mugen,728x102,Web,Desktop,Display,5663,751,40
ads29318,2017-02-10,Friday,15:00,Paul and Clark,336x250,Web,Desktop,Display,5833,811,38
ads29319,2017-02-11,Saturday,15:00,Zion,300x250,Web,Desktop,Video,7977,35,11
ads29320,2017-02-12,Sunday,15:00,MediaCom,728x103,Web,Desktop,Display,8290,41,9
ads29321,2017-02-13,Monday,15:00,Dentsu,700x450,Web,Mobile,Video,6457,24,6
ads29322,2017-02-14,Tuesday,15:00,Mugen,336x250,App,Mobile,Display,11538,56,10
ads29323,2017-02-15,Wednesday,15:00,Dentsu,720x300,Web,Desktop,Display,41249,109,33
ads29324,2017-02-16,Thursday,15:00,MediaCom,480x70,App,Mobile,Display,2103,281,11
ads29325,2017-02-17,Friday,15:00,Ogly,300x250,Web,Desktop,Display,4760,613,27
ads29326,2017-02-18,Saturday,15:00,Paul and Clark,300x250,App,Mobile,Video,524,63,4
ads29327,2017-02-19,Sunday,15:00,Zion,480x70,App,Mobile,Display,1419,197,11
ads29328,2017-02-20,Monday,15:00,Zion,300x250,Web,Desktop,Display,2116,239,14
ads29329,2017-02-21,Tuesday,15:00,Paul and Clark,336x250,Web,Mobile,Video,1981,308,10
ads29330,2017-02-22,Wednesday,15:00,Ogly,700x450,Web,Desktop,Video,10943,59,9
ads29331,2017-02-23,Thursday,15:00,MediaCom,336x250,Web,Mobile,Display,7272,28,5
ads29332,2017-02-24,Friday,15:00,Dentsu,300x250,App,Mobile,Display,32871,77,21
ads29333,2017-02-25,Saturday,15:00,Mugen,480x70,Web,Mobile,Display,12541,58,13
ads29334,2017-02-26,Sunday,15:00,Ogly,336x250,Web,Mobile,Display,52714,84,51
ads29335,2017-02-27,Monday,15:00,Dentsu,300x250,App,Mobile,Display,37797,91,24
ads29336,2017-02-28,Tuesday,15:00,Zion,720x300,Web,Desktop,Display,4622,586,48
ads29337,2017-03-01,Wednesday,15:00,MediaCom,300x600,Web,Desktop,Display,1590,232,8
ads29338,2017-03-02,Thursday,15:00,Paul and Clark,336x250,Web,Desktop,Video,4704,16,4
ads29339,2017-03-03,Friday,15:00,Mugen,300x250,Web,Mobile,Video,38959,95,27
ads29340,2017-03-04,Saturday,15:00,Ogly,336x250,Web,Desktop,Display,5453,29,9
ads29341,2017-03-05,Sunday,15:00,Mugen,300x250,Web,Mobile,Display,3805,13,4
ads29342,2017-03-06,Monday,15:00,Paul and Clark,300x250,Web,Mobile,Video,5721,752,31
ads29343,2017-03-07,Tuesday,15:00,Zion,700x450,App,Mobile,Video,1853,294,9
ads29344,2017-03-08,Wednesday,15:00,MediaCom,300x250,Web,Mobile,Display,18266,43,15
ads29345,2017-03-09,Thursday,15:00,Dentsu,336x250,App,Mobile,Video,28234,72,21
ads29346,2017-03-10,Friday,15:00,Mugen,728x111,Web,Desktop,Display,9528,44,8
ads29347,2017-03-11,Saturday,15:00,Dentsu,336x250,App,Mobile,Display,39749,94,25
ads29348,2017-03-12,Sunday,15:00,MediaCom,300x250,Web,Desktop,Video,429,52,2
ads29349,2017-03-13,Monday,15:00,Ogly,728x112,Web,Desktop,Display,7240,19,7
ads29350,2017-03-14,Tuesday,15:00,Paul and Clark,300x250,Web,Desktop,Display,9405,19,8
ads29351,2017-03-15,Wednesday,15:00,Zion,300x250,Web,Desktop,Video,1752,242,9
ads29352,2017-03-16,Thursday,15:00,Zion,720x300,Web,Desktop,Display,1767,208,7
ads29353,2017-03-17,Friday,15:00,Paul and Clark,480x70,App,Mobile,Display,389,52,2
ads29354,2017-03-18,Saturday,15:00,Ogly,336x250,Web,Mobile,Video,2529,11,4
ads29355,2017-03-19,Sunday,15:00,MediaCom,300x250,App,Mobile,Video,24757,66,21
ads29356,2017-03-20,Monday,15:00,Dentsu,480x70,App,Mobile,Display,1075,154,8
ads29357,2017-03-21,Tuesday,15:00,Mugen,300x250,App,Mobile,Display,1662,214,15
ads29358,2017-03-22,Wednesday,15:00,Ogly,300x250,App,Mobile,Video,8910,46,12
ads29359,2017-03-23,Thursday,15:00,Dentsu,700x450,Web,Desktop,Video,8819,22,8
ads29360,2017-03-24,Friday,15:00,Zion,336x250,Web,Mobile,Display,1606,219,7
ads29361,2017-03-25,Saturday,15:00,MediaCom,720x300,Web,Desktop,Display,1935,300,9
ads29362,2017-03-26,Sunday,15:00,Paul and Clark,480x70,Web,Mobile,Display,5806,761,31
ads29363,2017-03-27,Monday,15:00,Mugen,336x250,Web,Mobile,Display,7977,43,12
ads29364,2017-03-28,Tuesday,15:00,Ogly,300x250,Web,Mobile,Video,5899,758,34
ads29365,2017-03-29,Wednesday,15:00,Mugen,480x70,Web,Mobile,Display,21837,61,22
ads29366,2017-03-30,Thursday,15:00,Paul and Clark,300x600,Web,Desktop,Display,20285,55,21
ads29367,2017-03-31,Friday,15:00,Zion,336x250,Web,Desktop,Video,1847,302,8
ads29368,2017-04-01,Saturday,15:00,MediaCom,700x450,App,Mobile,Video,12086,52,9
ads29369,2017-04-02,Sunday,15:00,Dentsu,336x250,Web,Desktop,Display,3,0,0
ads29370,2017-04-03,Monday,15:00,Mugen,300x250,Web,Mobile,Display,12145,29,11
ads29371,2017-04-04,Tuesday,15:00,Dentsu,728x117,Web,Desktop,Display,2244,292,13
ads29372,2017-04-05,Wednesday,15:00,MediaCom,336x250,Web,Desktop,Display,7657,22,9
ads29373,2017-04-06,Thursday,15:00,Ogly,300x250,Web,Mobile,Display,20897,58,22
ads29374,2017-04-07,Friday,15:00,Paul and Clark,336x250,App,Mobile,Video,4615,621,38
ads29375,2017-04-08,Saturday,15:00,Zion,700x450,Web,Mobile,Video,5416,744,32
ads29376,2017-04-09,Sunday,15:00,Zion,336x250,App,Mobile,Display,3265,384,30
ads29377,2017-04-10,Monday,15:00,Paul and Clark,300x250,Web,Desktop,Video,10487,50,9
ads29378,2017-04-11,Tuesday,15:00,Ogly,480x70,App,Mobile,Display,8749,43,9
ads29379,2017-04-12,Wednesday,15:00,MediaCom,300x250,Web,Desktop,Display,1697,300,10
ads29380,2017-04-13,Thursday,15:00,Dentsu,300x250,Web,Desktop,Video,6851,18,7
ads29381,2017-04-14,Friday,15:00,Mugen,720x300,Web,Desktop,Display,354,39,2
ads29382,2017-04-15,Saturday,15:00,Ogly,300x250,Web,Desktop,Display,280,37,2
ads29383,2017-04-16,Sunday,15:00,Dentsu,336x250,Web,Mobile,Video,378,42,2
ads29384,2017-04-17,Monday,15:00,Zion,300x250,App,Mobile,Video,685,83,7
ads29385,2017-04-18,Tuesday,15:00,MediaCom,336x250,Web,Mobile,Display,2068,5,2
ads29386,2017-04-19,Wednesday,15:00,Paul and Clark,300x250,App,Mobile,Display,3146,10,3
ads29387,2017-04-20,Thursday,15:00,Mugen,300x250,App,Mobile,Video,9280,42,7
ads29388,2017-04-21,Friday,15:00,Ogly,700x450,Web,Desktop,Video,20130,35,24
ads29389,2017-04-22,Saturday,15:00,Mugen,300x250,App,Mobile,Display,16301,19,15
ads29390,2017-04-23,Sunday,15:00,Paul and Clark,720x300,Web,Desktop,Display,9004,48,12
ads29391,2017-04-24,Monday,15:00,Zion,480x70,Web,Mobile,Display,24340,63,21
ads29392,2017-04-25,Tuesday,15:00,MediaCom,336x250,Web,Desktop,Video,3645,8,3
ads29393,2017-04-26,Wednesday,15:00,Dentsu,300x250,Web,Mobile,Video,1905,310,11
ads29394,2017-04-27,Thursday,15:00,Mugen,480x70,Web,Mobile,Display,7778,40,9
ads29395,2017-04-28,Friday,15:00,Dentsu,300x250,Web,Mobile,Display,45,5,0
ads29396,2017-04-29,Saturday,15:00,MediaCom,300x250,Web,Mobile,Video,3719,489,32
ads29397,2017-04-30,Sunday,15:00,Ogly,700x450,App,Mobile,Video,198,27,1
ads29398,2017-05-01,Monday,15:00,Paul and Clark,336x250,Web,Desktop,Display,1466,263,12
ads29399,2017-05-02,Tuesday,15:00,Zion,336x250,App,Mobile,Video,4330,18,5
ads29400,2017-05-03,Wednesday,15:00,Zion,728x126,Web,Desktop,Display,300,40,2
ads29401,2017-05-04,Thursday,15:00,Paul and Clark,336x250,Web,Desktop,Display,59,8,1
ads29402,2017-05-05,Friday,15:00,Ogly,300x250,Web,Desktop,Video,1698,229,12
ads29403,2017-05-06,Saturday,15:00,MediaCom,728x127,Web,Desktop,Display,5596,12,6
ads29404,2017-05-07,Sunday,15:00,Dentsu,700x450,Web,Mobile,Video,1943,304,11
ads29405,2017-05-08,Monday,15:00,Mugen,336x250,App,Mobile,Display,303,40,2
ads29406,2017-05-09,Tuesday,15:00,Ogly,720x300,Web,Desktop,Display,1507,3,1
ads29407,2017-05-10,Wednesday,15:00,Dentsu,480x70,App,Mobile,Display,272,37,1
ads29408,2017-05-11,Thursday,15:00,Zion,300x250,Web,Desktop,Display,63,9,1
ads29409,2017-05-12,Friday,15:00,MediaCom,300x250,App,Mobile,Video,11,1,0
ads29410,2017-05-13,Saturday,15:00,Paul and Clark,480x70,App,Mobile,Display,2623,395,17
ads29411,2017-05-14,Sunday,15:00,Mugen,300x250,Web,Desktop,Display,1605,224,7
ads29412,2017-05-15,Monday,15:00,Ogly,336x250,Web,Mobile,Video,217,29,1
ads29413,2017-05-16,Tuesday,15:00,Mugen,700x450,Web,Desktop,Video,1392,146,7
ads29414,2017-05-17,Wednesday,15:00,Paul and Clark,336x250,Web,Mobile,Display,1409,200,7
ads29415,2017-05-18,Thursday,15:00,Zion,300x250,App,Mobile,Display,14986,33,14
ads29416,2017-05-19,Friday,15:00,MediaCom,480x70,Web,Mobile,Display,57,8,1
ads29417,2017-05-20,Saturday,15:00,Dentsu,336x250,Web,Mobile,Display,54,9,1
ads29418,2017-05-21,Sunday,15:00,Mugen,300x250,App,Mobile,Display,2640,404,18
ads29419,2017-05-22,Monday,15:00,Dentsu,720x300,Web,Desktop,Display,2730,6,3
ads29420,2017-05-23,Tuesday,15:00,MediaCom,300x600,Web,Desktop,Display,21176,55,24
ads29421,2017-05-24,Wednesday,15:00,Ogly,336x250,Web,Desktop,Video,923,109,9
ads29422,2017-05-25,Thursday,15:00,Paul and Clark,300x250,Web,Mobile,Video,1906,331,11
ads29423,2017-05-26,Friday,15:00,Zion,336x250,Web,Desktop,Display,46,7,1
ads29424,2017-05-27,Saturday,15:00,Zion,300x250,Web,Mobile,Display,5422,18,5
ads29425,2017-05-28,Sunday,15:00,Paul and Clark,300x250,Web,Mobile,Video,1917,278,11
ads29426,2017-05-29,Monday,15:00,Ogly,700x450,App,Mobile,Video,290,41,1
ads29427,2017-05-30,Tuesday,15:00,MediaCom,300x250,Web,Mobile,Display,189,32,2
ads29428,2017-05-31,Wednesday,15:00,Dentsu,336x250,App,Mobile,Video,587,64,3
ads29429,2017-06-02,Friday,15:00,Ogly,336x250,App,Mobile,Display,3156,8,4
ads29430,2017-06-03,Saturday,15:00,Dentsu,300x250,Web,Desktop,Video,1743,250,9
ads29431,2017-06-04,Sunday,15:00,Zion,728x136,Web,Desktop,Display,921,114,9
ads29432,2017-06-05,Monday,15:00,MediaCom,300x250,Web,Desktop,Display,297,41,1
ads29433,2017-06-06,Tuesday,15:00,Paul and Clark,300x250,Web,Desktop,Video,43,5,0
ads29434,2017-06-07,Wednesday,15:00,Mugen,720x300,Web,Desktop,Display,47,6,1
ads29435,2017-06-08,Thursday,15:00,Ogly,480x70,App,Mobile,Display,482,61,3
ads29436,2017-06-09,Friday,15:00,Mugen,336x250,Web,Mobile,Video,3384,9,3
ads29437,2017-06-10,Saturday,15:00,Paul and Clark,300x250,App,Mobile,Video,2131,255,20
ads29438,2017-06-11,Sunday,15:00,Zion,480x70,App,Mobile,Display,45,6,1
ads29439,2017-06-12,Monday,15:00,MediaCom,300x250,App,Mobile,Display,1222,2,1
ads29440,2017-06-13,Tuesday,15:00,Dentsu,300x250,App,Mobile,Video,2196,364,13
ads29441,2017-06-14,Wednesday,15:00,Mugen,700x450,Web,Desktop,Video,47,5,1
ads29442,2017-06-15,Thursday,15:00,Dentsu,336x250,Web,Mobile,Display,817,103,5
ads29443,2017-06-17,Saturday,15:00,Ogly,480x70,Web,Mobile,Display,40,5,1
ads29444,2017-06-18,Sunday,15:00,Paul and Clark,336x250,Web,Mobile,Display,33,4,1
ads29445,2017-06-19,Monday,15:00,Zion,300x250,Web,Mobile,Video,45,5,0
ads29446,2017-06-20,Tuesday,15:00,Zion,480x70,Web,Mobile,Display,290,43,1
ads29447,2017-06-21,Wednesday,15:00,Paul and Clark,300x600,Web,Desktop,Display,59,8,1
ads29448,2017-06-22,Thursday,15:00,Ogly,336x250,Web,Desktop,Video,303,42,2
ads29449,2017-06-23,Friday,15:00,MediaCom,700x450,App,Mobile,Video,3,0,0
ads29450,2017-06-24,Saturday,15:00,Dentsu,336x250,Web,Desktop,Display,504,71,4
ads29451,2017-06-25,Sunday,15:00,Mugen,300x250,Web,Mobile,Display,55,9,1
ads29452,2017-06-26,Monday,15:00,Ogly,728x141,Web,Desktop,Display,297,37,2
ads29453,2017-06-27,Tuesday,15:00,Dentsu,336x250,Web,Desktop,Display,48,5,1
ads29454,2017-06-28,Wednesday,15:00,Zion,300x250,Web,Mobile,Display,39,6,1
ads29455,2017-06-29,Thursday,15:00,MediaCom,336x250,App,Mobile,Video,50,8,1
